	pub_type	alt_people_text	name	pub_year	pub_journal	pub_vol	pub_issue	page_start	page_end	abstract	citations	download_link
	2	Lakshmi DVN, Muthukumar P, Ekka JP, Nayak PK, Layek A	Performance Comparison of Mixed Mode and Indirect Mode Parallel Flow Forced Convection Solar Driers for Drying Curcuma Zedoaria,		J Food Process Engineering						0	
	2	Alok Kumar, Nithin N. Raju, Muthukumar P, Vivek Selvan P	Experimental Studies on Industrial Scale Metal Hydride based Hydrogen Storage System with Embedded Cooling Tubes		Int J Hydrogen Energy						0	
	2	Kiran Naik B, Muthukumar P	Experimental Investigation and Parametric Studies on Structured Packing chamber based Liquid Desiccant Dehumidification and Regeneration Systems.		Building and Environment						0	
	2	Man Mohana, Vinod Kumar Sharma, Anil Kumar E. Satheesh A, Muthukumar P.	Performance analysis of metal hydride based simultaneous cooling and heat transformation system		Int J Hydrogen Energy						0	
	2	Muthukumar P, Alok Kumar, Nithin N. Raju, Malleswararao K, Muhammad M. Rahman	A Critical Review on Design Aspects and Developmental Status of Metal Hydride Based Thermal Machines		Int J Hydrogen Energy						0	
	2	Nithin Narmada Raju, Alok Kumar, Malleswararao K, Muthukumar P	Parametric Studies on LaNi4.7Al0.3 based Hydrogen Storage Reactor with Embedded Cooling Tubes		Energy Procedia						0	
	2	Lav Kumar Kaushik, Muthukumar P	Performance Assessment of a Porous Radiant Cook Stove Fueled with Blend of Waste Vegetable Oil (WVO) and Kerosene		Energy Procedia						0	
	2	Sangjukta Devi, Niranjan Sahoo, Muthukumar P	Combustion of biogas in Porous Radiant Burner: Low emission combustion		Energy Procedia						0	
	2	Gurpreet Singh Sodhi, Vigneshwaran K, Abhishek Kumar Jaiswal, Muthukumar P	Assessment of Heat Transfer Characteristics of a Latent Heat Thermal Energy Storage System: Multi Tube Design.		Energy Procedia						0	
	2	J.Sunku Prasad, P.Muthukumar, R.Anandalakshmi, HakeemNiyas	Comparative study of phase change phenomenon in high temperature cascade latent heat energy storage system using conduction and conduction-convection models		Solar Energy						0	
	2	Mallick, D., Poddar, M.K., Mahanta, P. and Moholkar, V.S.	Discernment of synergism in pyrolysis of biomass blends using thermogravimetric analysis								0	
	3	S.S. Pande and U.S. Dixit (Editors)	Precision Product-Process Design and Optimization: Select Papers from AIMTDR 2016	2018	Springer, Singapore			0	434	ISBN : 9789811087677	0	
	3	U.S. Dixit and R. Kant (Editors)	Simulations for Design and Manufacturing: Select Papers from AIMTDR 2016	2018	Springer, Singapore			0	292	ISBN : 9789811085178	0	
	3	P Muthukumar ( Editor)	International Conference on Advanced Functional Materials 2017 (ICAFM’17),		Materials today (Elsevier), Volume 5, Issue 6, Part 2, Pages 14215-14638 (2018),						0	
	4	D.N. Basu, M.K.S. Sarkar	Supercritical Natural Circulation Loop: A Technology for Future Reactors, Book: L. Chen, Y. Iwamoto (eds.) Advanced Applications of Supercritical Fluids in Energy Systems	2017	, IGI Global, Hershey PA, USA,			188	214		0	
	4	Ogier Maitre, Frederic Kruger, Deepak Sharma, Stephane Querry, Nicolas Lachiche and Pierre Collet	Parallelizing Evolutionary Algorithms on GPGPU Cards with the EASEA Platform, Book: Programming multi-core and many-core computing systems, edited by Sabri Pllana, Fatos Xhafa,	2017				301	319		0	
	4	Sachin Singh, M. Ravi Sankar, V.K. Jain, J. Ramkumar	Abrasive flow finishing process and Modeling, Book: Nanofinishing Science and Technology: Basic and Advanced Finishing and Polishing Processes, Edited by V. K. Jain,	2017	CRC Press,, Taylor and Francis group		eBook	75	110	ISBN : 978-1-315-40409-7	0	
	4	D.N. Basu, M.K.S. Sarkar	Supercritical Natural Circulation Loop: A Technology for Future Reactors, Book: L. Chen, Y. Iwamoto (eds.) Advanced Applications of Supercritical Fluids in Energy Systems	2017	IGI Global, Hershey PA, USA,			188	214		0	
	4	Debaleena Chakrabortry, D Chakraborty and KSRK Murthy	Mode I SIF Determination of Orthotropic Laminates with Double-Ended Cracks Using a Single-Strain Gage, Book: Advances in Structural Integrity,	2017	Springer			461	468	ISBN : 978-981-10-7197-3	0	
	4	NK Mishra, P Muthukumar, Snehasish Panigrahy	A Review on Clean Combustion Within Porous Media	2018	Springer Nature Singapore Pte Ltd.			209	224	ISBN : 978-981-10-7184-3	0	
	4	P. S. Robi, Sukhomay Pal, and Biswajit Parida	Recent Trends and Advances in Friction Stir Welding and Friction Stir Processing of Metals	2018	CRC Press			715	751	ISBN : 9781138099265	0	
	4	Devarshi Kashyap, Charan Mukundan and S.Kanagaraj	Manufacturing and characterization of shape memory polymers and composites	2018	CRC press			43	73	ISBN : 9781498799300	0	
	4	Kishor Kumar Gajrani, Mamilla Ravi Sankar	Encyclopedia of Renewable and Sustainable Materials	2018	Elsevier		Accepted				0	
	4	Achinta Sarkar, Maryom Dabi and Ujjwal K. Saha	Supplementing the energy need of diesel engines in Indian transport and power sectors	2018	Springer			0	26	ISBN : 978-981-10-7508-7	0	
	4	Kishor Kumar Gajrani, Mamilla Ravi Sankar	Encyclopedia of Renewable and Sustainable Materials	2018	Elsevier						0	
	4	Kishor Kumar Gajrani, Y Bishal Singha, Mamilla Ravi Sankar, Uday Shanker Dixit	Tribological and Machining Performance of Graphite, CaF2 and MoS2Coated Mechanical Micro-textured Self-Lubricating Cutting Tool	2018	Springer					ISBN : Accepted	0	
	4	Chandan Kumar, Manas Das, C. P. Paul, B. Singh	Experimental study of fiber laser beam welding of 5 mm thick Ti-6Al-4V alloy, Applications of Lasers in Manufacturing	2018	Springer					ISBN : 978-981-13-0556-6_3.	0	
	4	D. Sam Dayala Dev, Enni Krisha, Manas Das	Novel Finishing Process Development for Precision Complex-Shaped Hemispherical Shell by Bulk Plasma Processing, Precision Product-Processes Design and Optimization	2018	Springer					ISBN : 978-981-10-8767-7_12	0	
	4	Manas Das, U. S. Dixit	Advanced Machining Processes, Introduction to Mechanical Engineering	2018	Springer			45	67	ISBN : 978-3-319-78488-5_9	0	
	4	Jana, K., Mahanta, P. and De, S	Role of Biomass for Sustainable Energy Solution in India	2018	Springer, Singapore.						0	
	4	Mallick, D., Buragohain, B., Mahanta, P. and Moholkar, V.S.,	Gasification of Mixed Biomass: Analysis Using Equilibrium, Semi-equilibrium, and Kinetic Models	2018	Springer, Singapore.			269	296		0	
	4	Mallick, D., Mahanta, P. and Moholkar, V.S	Synergistic Effects in Gasification of Coal/Biomass Blends: Analysis and Review	2018	Springer, Singapore.			209	233		0	
	4	NK Mishra, P Muthukumar, Snehasish Panigrahy	A Review on Clean Combustion Within Porous Media	2018	Springer Nature Singapore Pte Ltd.			223	241		0	
	4	Muthukumar P, Hakeem Niyas	Materials, Design and Development of Latent Heat Storage Systems for Medium and Large-scale Applications: Issues and Challenges	2018	Elsevier			473	497		0	
	4	Avinish Tiwari, Piyush Singh, Pankaj Biswas, and Sachin D. Kore,	Friction stir welding of low carbon steel”: Multidisciplinary Industrial Engineering 978-3-319-96967-1, 453805_1_En, (10), (2018) (Accepted).	2018							0	
	4	Avinish Tiwari, Piyush Singh, Pankaj Biswas, and Sachin D. Kore,	“Friction stir welding of shipbuilding grade DH36 steel: Multidisciplinary Industrial Engineering (2018)(Accepted).	2018							0	
	4	Pardeep Pankaj, Rakesh Bhadra, Avinish Tiwari, Pankaj Biswas, and Sachin D. Kore,	“Transient thermal analysis of CO2 laser welding of AISI 304 stainless steel thin steel: Lecture Notes on Multidisciplinary Industrial Engineering (2018)	2018							0	
	4	Pardeep Pankaj, Rakesh Bhadra, Avinish Tiwari, Pankaj Biswas, and Sachin D. Kore,	“Dissimilar friction stirs welding of DH36 shipbuilding steel and Mild steel: Lecture Notes on Multidisciplinary Industrial Engineering (2018) xx.xxx (Accepted)	2018							0	
	4	Nandan Kanan Das, Arun Kadian, Avinish Tiwari, Pardeep Pankaj and Pankaj Biswas,	“Transient Thermal Analysis of Friction stir welding of AA6061”: Manufacturing Engineering 978-3-319-96967-1, 453805_1_En, (10), (2018)	2018							0	
	4	K K Basumatary, S K Kakoty and K Kalita	Stability Analysis of a Rigid Rotor Supported on Gas Foil Bearings under Different Loading Conditions	2018	Springer, Singapore.						0	
	4	S.M. Hazarika and U.S. Dixit	Robotics: history, trends and future directions, Introduction to Mechanical Engineering, Edited by J. Paulo Davim	2018	Springer London			213	239	ISBN : 978-3-319-78488-5	0	
	4	Devarshi Kashyap, Charan Mukundan and S.Kanagaraj	Manufacturing and characterization of shape memory polymers and composites	2018	CRC press			43	73	ISBN : 9781500000000	0	
	4	Bolar G. and Joshi S. N	Numerical Modeling and Experimental Validation of Machining of Low-Rigidity Thin-Wall Parts". In: Pande S. S. and Dixit U. S. eds. Precision Product-Process Design and Optimization. Springer, pp. 99-122.	2018							0	
	4	Kant R. and Joshi S. N.	A Numerical Investigation into the Effect of Forced Convection Cooling on the Performance of Multi-scan Laser Bending Process". In: Dixit U. S., Joshi S. N. and Davim J. P. eds. Application of Lasers in Manufacturing. Springer, pp. 21-43.	2018							0	
	4	P. S. Robi, Sukhomay Pal, and Biswajit Parida	Recent Trends and Advances in Friction Stir Welding and Friction Stir Processing of Metals	2018	CRC Press			715	751	ISBN : 9781140000000	0	
	4	Varun Sharma, Pulak M. Pandey, Uday S. Dixit, Anish Roy, Vadim V. Silberschmidt,	Ultrasonic assisted turning: a comparative study of surface integrity, in Precision Product-Process Design and Optimization: Select Papers from AIMTDR 2016,	2018	Springer Singapore			337	360	ISBN : 9789810000000	0	
	4	T.K. Gogoi and U.S. Dixit	Basics and applications of thermal engineering, Introduction to Mechanical Engineering, Edited by J. Paulo Davim	2018	Springer London			137	178	ISBN : 978-3-319-78488-5	0	
	4	M. Das and U.S. Dixit	Advanced machining processes, Introduction to Mechanical Engineering, Edited by J. Paulo Davim,	2018	Springer London			269	296	ISBN : 978-3-319-78488-5	0	
	4	Deb, S., Kalita, K., & Mahanta, P	Distribution Network Planning in presence of Electric Vehicle Charging station loads. In Smart Power Distribution Systems	2018	Elsevier					ISBN : 9780130000000	0	
	4	M. Hazarika, U.S. Dixit and J. Paulo Davim	History of production and industrial engineering through contributions of stalwarts, Manufacturing Engineering Education	2019	Chandos Publishing			0	29	ISBN : 978-0-08-101247-5	0	
	4	Deepak Mylavarapu, Manas Das, Ganesh Narayanan R	Prediction of Temperature Evolution During Self-Pierced Riveting of Sheets, Book: Handbook of Research on Manufacturing Process Modeling and Optimization Strategies		IGI Global			381	298	ISBN : 13: 9781522524410	0	
	4	Niraj Kumar Mishra, Snehasish Panigrahy, Muthukumar P.	Springer Nature Singapore Pvt Ltds., Book ISBN: 978-981-10-7184-3, pp 209/224.		Springer					ISBN : Book ISBN: 978-981-10-7184-3, pp 209/224.	0	
	4	Muthukumar P, Hakeem Niyas	Elsevier, 2018								0	
	2	D. A. Perumal, G. V. S. Kumar, A. K. Dass	Numerical Simulation of Viscous Flow over a Square Cylinder Using Lattice Boltzmann Method	2012	ISRN Mathematical Physics	2012	-	1	16		0	
	2	Lakshmanan, S.P., Pandey, M.	Numerical investigation of startup instabilities in parallel-channel natural circulation boiling systems	2010	Science and Technology of Nuclear Installations	2010	-	1	8		1	
	2	G.V. Durga Prasad, G. Gopa Kishor, M. Pandey, U.S. Dixit	Numerical simulations and design optimization of the PHT loop of natural circulation BWR	2008	Science and Technology of Nuclear Installations	2008	-	1	12		0	
	2	Rajiv Sharma, S Kanagaraj	Prepation and characterization of surfactant coated Ce-Zr nanoparticles and nanofuel	2012	Journal of ASTM International (ASTM Special Technical Publication)	1567	-	64	78		0	
	2	Saptarshi Mandal, S Kanagaraj	Reduction of emission in a diesel engine using nanofuel - Ceria nanoparticle dispersed diesel	2012	Journal of ASTM International, (ASTM Special Technical Publication)	1567	-	79	91		0	
	2	H. S. Gaikwad, A. Roy, P. K. Mondal, N. Chimres, S. Wongwises	Irreversibility analysis in a slip aided electroosmotic flow through an asymmetrically heated microchannel: The effects of joule heating and the conjugate heat transfer	2018	Analytica Chimica Acta	1045		85	97		0	
	2	Kalidasan, R., Ramanuj, V., Sarma, D.K., Senthilvelan, S.	Influence of cutting speed and offset distance over cutting tool vibration in multi-tool turning process	2014	Advanced Materials Research	984		100	105		0	
	2	V. Satheeshkumar, R. Ganesh Narayanan	Influence of pre-generated infinite adhesive defects on the forming behaviour of adhesive bonded steel sheets	2014	Advanced Materials Research	939		328	335		0	
	2	D. Doley, V. Satheeshkumar, R. Ganesh Narayanan	Influence of wire reinforcement on the forming behaviour of adhesive bonded steel sheets	2014	Advanced Materials Research	939		336	341		0	
	2	Deka, H., Biswas, G., Sahu K.C., Kulkarni, Y., and Dalal, A.	Coalescence Dynamics of a Compound Drop on a Deep Liquid Pool	2019	Journal of Fluid Mechanics	866		R2-1	R2-11		0	
	2	B. Ray, G. Biswas and A. Sharma	Regimes during liquid drop impact on a liquid pool	2015	Journal of Fluid Mechanics	768		492	523		0	
	2	S. Arun, S. Kanagaraj	Effect of reinforcement and processing methods in PP/MWCNTs nanocomposites	2013	Advanced Materials Research	747	-	575	578		0	
	2	N.S.Priya, C. Somayaji, S.Kanagaraj	Oxygen storage capacity of CexZr1-xO2 (0.4?x?0.8) solid solution using thermo-gravimetric analysis	2013	Advanced Materials Research	747	-	579	582		0	
	2	A. Das, A. Kumar, G. P. Bharti, R. R. Behera, M. Ravi Sankar, A. Khare, D. Pamu,	Effect of thickness on optical and microwave dielectric properties of Hydroxyapatite films deposited by RF magnetron sputtering	2018	Journal of Alloys and Compounds	739		729	736		0	
	2	Apurba Das, Anil Kumar Chikkala, Gyan Prakash Bharti, Rasmi Ranjan Behera, M. Ravi Sankar, Alika Khare, Pamu Dobbidi	Effect of Thickness on Optical and Microwave Dielectric Properties of Hydroxiapetite Films Deposited by RF Magnetron Sputtering	2018	Journal of Alloys and Compounds	739		729	736		0	
	2	Apurba Das, Anil Kumar Chikkala, Gyan Prakash Bharti, Rasmi Ranjan Behera, M. Ravi Sankar, Alika Khare, Pamu Dobbidi	Effect of Thickness on Optical and Microwave Dielectric Properties of Hydroxiapetite Films Deposited by RF Magnetron Sputtering	2018	Journal of Alloys and Compounds	739		729	736		0	
	2	Guangjin Li, Hengcheng Liao, Xiaojing Suo, Yunyi Tang, Uday S. Dixit and Pavel Petrov	Cr-induced morphology change of primary Mn-rich phase in Al-Si-Cu-Mn heat resistant aluminum alloys and its contribution to high temperature strength	2018	Materials Science & Engineering A	709		90	96		0	
	2	G. Li, H. Liao, X. Suo, Y. Tang, U.S. Dixit and P. Petrov	Cr-induced morphology change of primary Mn-rich phase in Al-Si-Cu-Mn heat resistant aluminum alloys and its contribution to high temperature strength	2018	Materials Science & Engineering	709		90	96		0	
	2	G. Li, H. Liao, X. Suo, Y. Tang, U.S. Dixit and P. Petrov	Cr-induced morphology change of primary Mn-rich phase in Al-Si-Cu-Mn heat resistant aluminum alloys and its contribution to high temperature strength	2018	Materials Science & Engineering	709		90	96		0	
	2	Prakash Kumar Sahu and Sukhomay Pal	Influence of Metallic Foil Alloying by FSW Process on Mechanical Properties and Metallurgical Characterization of AM20 Mg Alloy	2017	Materials Science and Engineering: A	684		442	445		0	
	2	P. K. Mishra, A. K. De, M. K. Verma and V. Eswaran	Dynamics of reorientations of large-scale flow in Rayleigh-Benard convection	2011	J. Fluid Mech.	668	-	480	499		13	
	2	Nicolas Suas-David, Vinayak Kulkarni, Abdessamad Benidar, Samir Kassi and Robert Georges	Line Shape in a Free-jet Hypersonic Expansion Investigated by Cavity Ring-down Spectroscopy and Computational Fluid Dynamics	2016	Chemical Physics Letters	659		209	215		0	
	2	B. Ray, G. Biswas and A. Sharma	Generation of secondary droplets in coalescence of a drop at a liquid/ liquid interface	2010	Journal of Fluid Mechanics	655	-	72	104		5	
	2	AmitavaGhatak and P.S.Robi	A comparative study of constitutive equations for the creep deformation of HP40Nb micro-alloyed steel	2015	Materials Sci. &Engg.-A	648		418	427		0	
	2	Lototskyy MV, Sekhar BS, Muthukumar P, Pollet BG, Linkov V	Niche applications of metal hydrides and related thermal management issues.	2015	J. Alloys and Compounds	645	1	117	122		0	
	2	S. Sen, S. Mittal and G. Biswas	Steady Separated Flow Past a Circular Cylinder at Low Reynolds Numbers	2009	Journal of Fluid Mechanics	620	-	89	119		20	
	2	M. Nishi, B. Uensal, F. Durst and G. Biswas	Laminar-to-Turbulent Transition of Pipe Flows through Puffs and Slugs	2008	Journal of Fluid Mechanics	614	-	425	446		36	
	2	Mertens, A.J., Senthilvelan, S.	Abrasive wear performance of CNT/PP composites	2014	Applied Mechanics and Materials	592		1262	1266		0	
	2	G.N. Shelke,P. Mahanta	Biomass briquette characterization for downdraft gasification	2014	Applied Mechanics and Materials	592		2442	2446		0	
	2	L. Hauchhum, P. Mahanta	CO2 capture onto zeolite 13X and zeolite 4A by pressure swing adsorption in a fixed bed	2014	Applied Mechanics and Materials	592		1456	1460		0	
	2	Muthuraja, A., Senthilvelan, S	Compaction characteristics of tungsten carbide based self lubricant cutting tool material	2014	Applied Mechanics and Materials	592		87	91		0	
	2	Kalidasan, R., Yatin, M., Sarma, D.K., Senthilvelan, S.	Effect of offset distance on cutting forces and heat generation in multi-tool turning process	2014	Applied Mechanics and Materials	592		211	215		0	
	3	U Biswas, A Banerjee, S Pal, A Biswas, D Sarkar, S Haldar (Editors)	Advances in Computer, Communication and Control - Proceedings of ETES 2018	2019	Springer Singapore	563				ISBN : 978-981-13-3122-0	0	
	2	P. Bernard, S. Bag, K. Huang and R. Logé	A two-site mean field model of discontinuous dynamic recrystallization	2011	Materials Science and Engineering A	528	24	7357	7367		5	
	2	Sanjib Banerjee, P.S. Robi, A. Srinivasan, Lakavath Praveen Kumar	High temperature deformation behavior of Al–Cu–Mg alloys micro-alloyed with Sn	2010	Material Science and Engineering	527	-	2498	2503		14	
	2	H. Gaikwad, D.N. Basu, P.K. Mondal	Slip Driven Micro-pumping of Binary System with A Layer of Non-conducting Fluid under Electrical Double Layer Phenomenon	2017	Colloids and Surfaces A: Physicochemical and Engineering Aspects	518		166	172		0	
	2	Muthukumar P, Ramana SV	Numerical simulation of coupled heat and mass transfer in metal hydride based hydrogen storage reactor	2009	Journal of Alloys Compound	472	-	466	472		19	
	2	S. Kapuria, P. Kumari	Extended Kantorovich method for three-dimensional piezoelasticity solution of edge effects in hybrid plates	2013	Proceeding of Royal Society A	469	2151	1471	2946		0	
	2	A. Hens, K. Mondal, G. Biswas and D. Bandyopadhyay	Pathways from disordered to ordered nanostructures from defect guided dewetting of ultrathin bilayers	2016	Journal of Colloid and Interface Science	465		128	139		0	
	2	Muthukumar P, Maiya MP, Murthy SS, Vijay R, Sundaresan R	Tests on mechanically alloyed Mg2Ni for hydrogen storage	2008	Journal of Alloys and Compound	452	2	456	461		11	
	4	A Bhowmick, SM Hazarika	E-mail spam filtering: a review of techniques and trends	2018	Springer Lecture Notes in Electrical Engineering 	443					0	
	2	P Manivel, S Kanagaraj, A Balamurugan, N Ponpandian, D Mangalaraj, C Viswanathan	Rheological behavior and electrical properties of polypyrrole/thermally reduced graphene oxide nanocomposite	2014	Colloids and Surfaces A: Physicochemical and Engineering Aspects	441	614	622			0	
	2	Arnab Chanda and S. K. Dwivedy	Nonlinear dynamic analysis of flexible workpiece and tool in turning operation with delay and internal resonance	2018	Journal of Sound and Vibration	434		358	378		0	
	2	Arnab Chanda and S. K. Dwivedy	Nonlinear dynamic analysis of flexible workpiece and tool in turning operation with delay and internal resonance	2018	Journal of Sound and Vibration	434		358	378		0	
	3	S.S. Pande and U.S. Dixit (Editors)	Precision Product-Process Design and Optimization: Select Papers from AIMTDR 2016	2018	Springer, Singapore	434				ISBN : 9789811087677	0	
	2	P.S. Robi, Sanjib Banerjee1 and A. Srinivasan	Deformation Mechanism Maps for Al-Cu-Mg alloys microalloyed with Tin	2012	Advanced Materials Research	410	-	283	286		0	
	2	P S Rama Sreekanth, N Naresh Kumar, S Kanagaraj	Effect of MWCNT on mechanical properties of g -irradiated UHMWPE during shelf ageing process	2012	Advanced Materials Research	410	-	160	163		0	
	2	P. Janaki Ramulu, R. Ganesh Narayanan, Satish V. Kailas, Jayachandra Reddy	Formability evaluation of FSW blanks made of aluminum sheet: Influence of welding speed and tool rotation speed	2012	Advanced Materials Research	410	-	287	290		3	
	2	Bibin J. and Kulkarni V. N	Investigation for energy deposition technique for drag reduction at hypersonic speeds	2013	Applied Mechanics and Materials	367	-	222	227		0	
	2	Arnab Kr. De	A diffuse interface immersed boundary method for complex moving boundary problems	2018	Journal of Computational Physics	366		226	251		0	
	2	Arnab Kr. De	A diffuse interface immersed boundary method for complex moving boundary problems	2018	Journal of Computational Physics	366		226	251		0	
	2	Kumar, M., Kumar, V., Muthuraja, A., Senthilvelan, S., Pugazhenthi, G.	Influence of Nanoclay on the Rheological Properties of PMMA/Organoclay Nanocomposites Prepared by Solvent Blending Technique	2016	Macromolecular Symposia	365	1	104	111		0	
	2	L. Roy and S . K. Kakoty	Application of Genetic Algorithm in Optimization of Hydrodynamic Bearings	2015	Advances in Intelligent Systems and Computing	335	1	207	217		0	
	2	S. K. Dwivedy and B. Pratiher	Reply to the "Comments on Parametric instability of a cantilever beam with magnetic field and periodic axial load	2012	Journal of Sound and Vibration	331	6	1465	1466		0	
	2	B. Nayak, S. K. Dwivedy and K.S.R.K Murthy	Dynamic analysis of magnetorheological elastomer-based sandwich beam with conductive skins under various boundary conditions	2011	Journal of Sound and Vibration	330	-	1837	1859		6	
	2	Satyajit Panda and M. C. Ray	Active control of geometrically nonlinear vibrations of functionally graded laminated composite plates using piezoelectric fiber reinforced composites	2009	Journal of Sound and Vibration	325	-	186	205		13	
	2	S.K. Dwivedy, N. Mahendra, K.C.Sahu	Parametric instability of a soft and magneto rheological elastomer cored sandwich beam	2010	Journal of Sound and Vibration	325	4-5.	686	704		0	
	2	S. Kapuria, P. Kumari, J.K. Nath	Analytical piezoelasticity solution for vibration of piezoelectric laminated angle-ply circular cylindrical panels	2009	Journal of Sound and Vibration	324	04-05.	832	849		5	
	2	D. Shankar, D.N. Basu, M. Pandey	Development and analysis of a novel scaling methodology for stability appraisal of supercritical flow channels	2017	Nuclear Engineering and Design	323		46	55		0	
	2	Roy T. and Chakraborty, D.	Optimal Vibration Control of Smart Fiber Reinforced Composite Shell Structures using Improved Genetic Algorithm	2009	Journal of Sound and Vibration	319	-	15	40		22	
	2	K. Borah, G. Natarajan, A. K. Dass	A novel second-order flux splitting for ideal magnetohydrodynamics	2016	Journal of Computational Physics	313		159	180		0	
	2	B. Pratiher and S. K. Dwivedy	Parametric instability of a cantilever beam with magnetic field and periodic axial load	2007	Journal of Sound and Vibration	305	4-5.	904	917		21	
	2	S. K. Dwivedy, Kiran C. Sahu and Sk. Babu	Parametric instability regions of three layered soft-cored sandwich beam using higher order theory	2007	Journal of Sound and Vibration	304	-	326	344		5	
	2	M.K.S. Sarkar, D.N. Basu	Working Regime Identification for Natural Circulation Loops by Comparative Thermalhydraulic Analyses with Three Fluids under Identical Operating Conditions	2015	Nuclear Engineering and Design	293		187	195		0	
	2	N. K. Chandiramani and T. Pothala	Dynamics of 2-DOF Regenerative Chatter during Turning	2006	Journal of Sound and Vibration	292	3-Jan	448	464		46	
	3	U.S. Dixit and R. Kant (Editors)	Simulations for Design and Manufacturing: Select Papers from AIMTDR 2016	2018	Springer, Singapore	292				ISBN : 9789811085178	0	
	2	N. K. Chandiramani, K. Srinivasan, and J. Nagendra	Experimental Study of Stick-Slip Dynamics in a Friction Wedge Damper	2006	Journal of Sound and Vibration	291	2-Jan	1	18		6	
	2	A.K. Tilak, D.N. Basu	Computational Investigation of the Dynamic Response of a Supercritical Natural Circulation Loop to Aperiodic and Periodic Excitations	2015	Nuclear Engineering and Design	284		251	263		0	
	2	D.N. Basu, S. Bhattacharyya, P.K. Das	A Review of Modern Advances in Analyses and Applications of Single-phase Natural Circulation Loop	2014	Nuclear Engineering and Design	280		326	348		0	
	2	M. Basumatary, G. Natarajan and S.C. Mishra	Defect correction based velocity reconstruction for physically consistent simulations of non-Newtonian flows on unstructured grids	2014	Journal of? Computational Physics	272		227	244		0	
	2	A. K. De, K. Muralidhar, V. Eswaran, V. K Wadhawan	Modelling of transport phenomena in a low-pressure CVD reactor	2004	Journal of Crystal Growth	267	3-4.	598	612		3	
	2	Mamilla Ravi Sankar, V.K. Jain and J. Ramkumar	Experimental investigations into rotating workpiece Abrasive flow finishing	2010	Wear	267	1-4.	43	51		10	
	2	Mamilla Ravi Sankar, J. Ramkumar and V.K. Jain	Experimental investigation and mechanism of material removal in nano finishing of MMCs using abrasive flow finishing (AFF) process	2009	Wear	266	7-8.	688	698		0	
	2	K. K. Gajrani, P. S. Suvin, S. V. Kailas and M. R. Sankar	Thermal, rheological, wettability and hard machining performance of MoS2 and CaF2 based minimum quantity hybrid nano-green cutting fluids	2019	Journal of Materials Processing Technology	266		125	139		0	
	2	DN Basu, ND Patil, S Bhattacharyya and PK Das	Hydrodynamics of a Natural Circulation Loop in a Scaled-down Steam Drum-Riser-Downcomer Assembly	2013	Nuclear Engineering and Design	265	-	411	423		0	
	2	Kumar, A., Singh, A., Kumar, A., Singh, M.K., Mahanta, P. and Mukhopadhyay, S.C.	Sensing Technologies for Monitoring Intelligent Buildings: A Review.	2018	Bioresource technology	261		294	305		0	
	2	Kumar, A., Singh, A., Kumar, A., Singh, M.K., Mahanta, P. and Mukhopadhyay, S.C.	Sensing Technologies for Monitoring Intelligent Buildings: A Review.	2018	Bioresource technology	261		294	305		0	
	2	R. Vignesh Babu, S. Kanagaraj	Thermal, electrical and mechanical characterization of microwave sintered Copper/carbon nanotubes (CNT) composites against sintering duration, CNT diameter and its concentration.	2018	Journal of Materials Processing Tech	258		296	309		0	
	2	R. Vignesh Babu, S. Kanagaraj	Thermal, electrical and mechanical characterization of microwave sintered Copper/carbon nanotubes (CNT) composites against sintering duration, CNT diameter and its concentration	2018	Journal of Materials Processing Tech	258		296	309		0	
	2	R. Vignesh Babu, S. Kanagaraj	Thermal, electrical and mechanical characterization of microwave sintered Copper/carbon nanotubes (CNT) composites against sintering duration, CNT diameter and its concentration	2018	Journal of Materials Processing Tech	258		296	309		0	
	2	S. T. Vagge, V. S. Raja, R. Ganesh Narayanan	Effect of deformation on the electrochemical behavior of hot-dip galvanized steel sheets	2007	Applied Surface Science	253	20	8415	8421		13	
	3	U.S. Dixit, S.N. Joshi and J. Paulo Davim (Eds.)	Application of Lasers in Manufacturing: Select Papers from AIMTDR 2016	2018	Springer, Singapore	253				ISBN : 9789811305566	0	
	2	H. Gurung, A. Banerjee	Self-sensing Shape Memory Alloy wire actuator based on Unscented Kalman Filter	2016	Sensors and Actuators A: Physical	251	1	258	265		0	
	2	Arvind K Agrawal	Joining of a tube to a sheet through end curling	2017	Journal of Materials Processing Technology	246		291	304		0	
	3	U.S. Dixit and R. Ganesh Narayanan	Strengthening and Joining by Plastic Deformation: Select Papers from AIMTDR 2016	2019	Springer, Singapore	246				ISBN : 978-981-13-0378-4	0	
	2	Prakash Kumar Sahu and Sukhomay Pal	Mechanical Properties of Dissimilar Thickness Aluminium Alloy weld by Single/Double Pass FSW	2017	Journal of Materials Processing Technology	243		442	455		0	
	2	S. K. Dwivedy and R. C. Kar	Simultaneous combination, principal parametric and internal resonances in a slender beam with a lumped mass: three mode interactions	2001	Journal of Sound and Vibration	242	1	27	46		11	
	2	Lakshmanan, S.P., Pandey, M.	Numerical investigations on power ramping procedure for a natural circulation boiling water reactor	2010	Nuclear Engineering and Design	240	4	860	867		0	
	2	Durga Prasad, G.V., Pandey, M.	Parametric effects on reactivity instabilities and nonlinear oscillations in a nuclear-coupled double channel natural circulation boiling system	2010	Nuclear Engineering and Design	240	5	1097	1110		3	
	2	Lakshmanan, S.P., Pandey, M.	Analysis of startup oscillations in natural circulation boiling systems	2009	Nuclear Engineering and Design	239	11	2391	2398		4	
