page_ptr	id	path	depth	numchild	title	draft_title	slug	content_type	live	has_unpublished_changes	url_path	owner	seo_title	show_in_menus	search_description	go_live_at	expire_at	expired	locked	first_published_at	last_published_at	latest_revision_created_at	live_revision	document	name	abstract	pub_type	download_link	pub_issue	pub_year	pub_journal	pub_vol	page_start	page_end	citations	alt_people_text
1361	1361	00010001000300010048	5	0	International Creep Behavior of Nugget Zone of Friction Stir Welded 2014 Aluminum Alloy	International Creep Behavior of Nugget Zone of Friction Stir Welded 2014 Aluminum Alloy	2017_1_international-creep-behavior-of-nugget-zone-of-friction-stir-welded-2014-aluminum-alloy	18	1	0	/mech/research/publications/2017_1_international-creep-behavior-of-nugget-zone-of-friction-stir-welded-2014-aluminum-alloy/			0				0	0						International Creep Behavior of Nugget Zone of Friction Stir Welded 2014 Aluminum Alloy		1			2017-01-01	International conference on Recent Advances in Materials & Manufacturing Technologies, Nov 28-29, 2017, Dubai, UAE.				0	J. Das, P.S. Robi, M. Ravi Sankar
1362	1362	00010001000300010049	5	0	Multi-Objective Optimization Framework and its Experimental Validation for Bulldozer in Soil Cutting	Multi-Objective Optimization Framework and its Experimental Validation for Bulldozer in Soil Cutting	2017_1_multi-objective-optimization-framework-and-its-experimental-validation-for-bulldozer-in-soil-cutting	18	1	0	/mech/research/publications/2017_1_multi-objective-optimization-framework-and-its-experimental-validation-for-bulldozer-in-soil-cutting/			0				0	0						Multi-Objective Optimization Framework and its Experimental Validation for Bulldozer in Soil Cutting		1			2017-01-01	In Proceedings of the Indian Geotechnical Conference 2017 GeoNEst, 14-16 December 2017, IIT Guwahati, India				0	Nada Barakat and Deepak Sharma,
1363	1363	0001000100030001004A	5	0	Representative Volume Element Based Finite Element Modeling of Carbon Nanotube (CNT)-Reinforced Composites with a Broken CNT,	Representative Volume Element Based Finite Element Modeling of Carbon Nanotube (CNT)-Reinforced Composites with a Broken CNT,	2017_1_representative-volume-element-based-finite-element-modeling-of-carbon-nanotube-cnt-reinforced-composites-with-a-broken-cnt	18	1	0	/mech/research/publications/2017_1_representative-volume-element-based-finite-element-modeling-of-carbon-nanotube-cnt-reinforced-composites-with-a-broken-cnt/			0				0	0						Representative Volume Element Based Finite Element Modeling of Carbon Nanotube (CNT)-Reinforced Composites with a Broken CNT,		1			2017-01-01	Proceedings of the National Conference on Sustainable Mechanical Engineering: Today and Beyond(SMETB), March 25−26, 2017 at Tezpur University, India				0	S. Kirtania and D. Chakraborty
1364	1364	0001000100030001004B	5	0	Determination of Thermoelastic Properties of Carbon Nanotube/Epoxy Composites using Finite Element Method,	Determination of Thermoelastic Properties of Carbon Nanotube/Epoxy Composites using Finite Element Method,	2017_1_determination-of-thermoelastic-properties-of-carbon-nanotubeepoxy-composites-using-finite-element-method	18	1	0	/mech/research/publications/2017_1_determination-of-thermoelastic-properties-of-carbon-nanotubeepoxy-composites-using-finite-element-method/			0				0	0						Determination of Thermoelastic Properties of Carbon Nanotube/Epoxy Composites using Finite Element Method,		1			2017-01-01	Proceedings of International Conference on Emerging Trends in Nanoscience and Nanotechnology (ICETINN-2017), March 2017, SMIT, Sikkim				0	S. Kirtania and D. Chakraborty,
1365	1365	0001000100030001004C	5	0	Numerical simulation of slug-plug flow in narrow channels of heat pipe,	Numerical simulation of slug-plug flow in narrow channels of heat pipe,	2017_1_numerical-simulation-of-slug-plug-flow-in-narrow-channels-of-heat-pipe	18	1	0	/mech/research/publications/2017_1_numerical-simulation-of-slug-plug-flow-in-narrow-channels-of-heat-pipe/			0				0	0						Numerical simulation of slug-plug flow in narrow channels of heat pipe,		1			2017-01-01	In: Proc. 44th National Conference on Fluid Mechanics and Fluid Power (FMFP-2017), Kollam, Kerala, India, 2017 (to appear).				0	R. Kumar, M. Pandey
1366	1366	0001000100030001004D	5	0	Numerical simulation of fluid flow and heat transfer in miniature channels incorporating the effect of local properties	Numerical simulation of fluid flow and heat transfer in miniature channels incorporating the effect of local properties	2017_1_numerical-simulation-of-fluid-flow-and-heat-transfer-in-miniature-channels-incorporating-the-effect-of-local-properties	18	1	0	/mech/research/publications/2017_1_numerical-simulation-of-fluid-flow-and-heat-transfer-in-miniature-channels-incorporating-the-effect-of-local-properties/			0				0	0						Numerical simulation of fluid flow and heat transfer in miniature channels incorporating the effect of local properties		1			2017-01-01	In: Proc. 44th National Conference on Fluid Mechanics and Fluid Power (FMFP-2017), Kollam, Kerala, India, 2017 (to appear).				0	A. Kamath, S.K. Sarma, A. Iqbal, M. Pandey
1367	1367	0001000100030001004E	5	0	Assessment of Formability of Adhesive Bonded Steel Sheets by Geometrical Heterogeneities	Assessment of Formability of Adhesive Bonded Steel Sheets by Geometrical Heterogeneities	2017_1_assessment-of-formability-of-adhesive-bonded-steel-sheets-by-geometrical-heterogeneities	18	1	0	/mech/research/publications/2017_1_assessment-of-formability-of-adhesive-bonded-steel-sheets-by-geometrical-heterogeneities/			0				0	0						Assessment of Formability of Adhesive Bonded Steel Sheets by Geometrical Heterogeneities		1			2017-01-01	lnternational conference on Advances in Materials and Manufacturing (lCAMM 2017), NIFFT Ranchi, India, January 19-21, 2017				0	V. Satheeshkumar, R. Ganesh Narayanan
1368	1368	0001000100030001004F	5	0	Adhesive Wear Performance of PP/MWCNT Composites	Adhesive Wear Performance of PP/MWCNT Composites	2017_1_adhesive-wear-performance-of-ppmwcnt-composites	18	1	0	/mech/research/publications/2017_1_adhesive-wear-performance-of-ppmwcnt-composites/			0				0	0						Adhesive Wear Performance of PP/MWCNT Composites		1			2017-01-01	International Conference on Advances in Manufacturing and Materials Engineering AMEE2014 NIT Suratkal March 27th-29th, 2014 Also Published in Procedia Materials Science Volume 5, 2014				0	A.Johnney Mertens and S. Senthilvelan
1369	1369	0001000100030001004G	5	0	Development of a NAO humanoid based medical assistant	Development of a NAO humanoid based medical assistant	2017_1_development-of-a-nao-humanoid-based-medical-assistant	18	1	0	/mech/research/publications/2017_1_development-of-a-nao-humanoid-based-medical-assistant/			0				0	0						Development of a NAO humanoid based medical assistant		1			2017-01-01	Proceedings of ACM Advances in Robotics conference, Indian Institute of Technology, Delhi, Delhi India, June 2017 (AIR’17), 6 pages. DOI: 10.1145/3132446.3134899				0	Aditya Kumar, Atman Patel and S. K. Dwivedy
1370	1370	0001000100030001004H	5	0	Designing spatio-temporal filter using adaptive sliding window for single trial EEG based BCI	Designing spatio-temporal filter using adaptive sliding window for single trial EEG based BCI	2017_1_designing-spatio-temporal-filter-using-adaptive-sliding-window-for-single-trial-eeg-based-bci	18	1	0	/mech/research/publications/2017_1_designing-spatio-temporal-filter-using-adaptive-sliding-window-for-single-trial-eeg-based-bci/			0				0	0						Designing spatio-temporal filter using adaptive sliding window for single trial EEG based BCI		1			2017-01-01	Proceedings of Advances in Robotics (AIR 2017) - 3r d International Conference of the Robotics Society of India. June 27-July 2, 2017, IIT Delhi, ACM - ICPS.				0	Upasana Talukdar and Shyamanta M Hazarika
1371	1371	0001000100030001004I	5	0	NURBS-enriched Contact Isogeometric Element for Adhesive Contact Problems	NURBS-enriched Contact Isogeometric Element for Adhesive Contact Problems	2017_1_nurbs-enriched-contact-isogeometric-element-for-adhesive-contact-problems	18	1	0	/mech/research/publications/2017_1_nurbs-enriched-contact-isogeometric-element-for-adhesive-contact-problems/			0				0	0						NURBS-enriched Contact Isogeometric Element for Adhesive Contact Problems		1			2017-01-01	Seventh International Conference on Theoretical, Aapplied, Computational and Experimental Mechanics, IIT Kharagpur, 28-30 December 2017 (Accepted)				0	V. Agrawal, S. S. Gautam
1372	1372	0001000100030001004J	5	0	GPU-based Simulation of Nonlinear Finite Element Problems	GPU-based Simulation of Nonlinear Finite Element Problems	2017_1_gpu-based-simulation-of-nonlinear-finite-element-problems	18	1	0	/mech/research/publications/2017_1_gpu-based-simulation-of-nonlinear-finite-element-problems/			0				0	0						GPU-based Simulation of Nonlinear Finite Element Problems		1			2017-01-01	Seventh International Conference on Theoretical, Aapplied, Computational and Experimental Mechanics, IIT Kharagpur, 28-30 December 2017 (Accepted)				0	S. S. Gautam
1373	1373	0001000100030001004K	5	0	Enrichment of Finite Elements with Higher Order Hermite Polynomials for Adhesive Contact Problems	Enrichment of Finite Elements with Higher Order Hermite Polynomials for Adhesive Contact Problems	2017_1_enrichment-of-finite-elements-with-higher-order-hermite-polynomials-for-adhesive-contact-problems	18	1	0	/mech/research/publications/2017_1_enrichment-of-finite-elements-with-higher-order-hermite-polynomials-for-adhesive-contact-problems/			0				0	0						Enrichment of Finite Elements with Higher Order Hermite Polynomials for Adhesive Contact Problems		1			2017-01-01	Indian Conference on Applied Mechanics (INCAM) 2017, MNNIT Allahabad, 5– 7 July 2017 (Accepted)				0	V. Agrawal, S. S. Gautam
1374	1374	0001000100030001004L	5	0	Comparison of Explicit Time Integration Schemes for Dynamic Problems	Comparison of Explicit Time Integration Schemes for Dynamic Problems	2017_1_comparison-of-explicit-time-integration-schemes-for-dynamic-problems	18	1	0	/mech/research/publications/2017_1_comparison-of-explicit-time-integration-schemes-for-dynamic-problems/			0				0	0						Comparison of Explicit Time Integration Schemes for Dynamic Problems		1			2017-01-01	Indian Conference on Applied Mechanics (INCAM) 2017, MNNIT Allahabad, 5– 7 July 2017 (Accepted)				0	S. R. Ashirgade, A. Jhalani, S. S. Gautam
1375	1375	0001000100030001004M	5	0	A GPU-based simulation of nonlinear finite element problems	A GPU-based simulation of nonlinear finite element problems	2017_1_a-gpu-based-simulation-of-nonlinear-finite-element-problems	18	1	0	/mech/research/publications/2017_1_a-gpu-based-simulation-of-nonlinear-finite-element-problems/			0				0	0						A GPU-based simulation of nonlinear finite element problems		1			2017-01-01	International Conference on Theoretical, Applied, Computational and Experimental Mechanics, IIT Kharagpur, Kharagpur, India, December 28th - 30th, 2017.				0	Kiran U., and Gautam S. S.
1376	1376	0001000100030001004N	5	0	In-situ experiments to estimate the performance characteristics of a double-step helical-bladed hydrokinetic turbine	In-situ experiments to estimate the performance characteristics of a double-step helical-bladed hydrokinetic turbine	2017_1_in-situ-experiments-to-estimate-the-performance-characteristics-of-a-double-step-helical-bladed-hydrokinetic-turbine	18	1	0	/mech/research/publications/2017_1_in-situ-experiments-to-estimate-the-performance-characteristics-of-a-double-step-helical-bladed-hydrokinetic-turbine/			0				0	0						In-situ experiments to estimate the performance characteristics of a double-step helical-bladed hydrokinetic turbine		1			2017-01-01	Paper No. GTIndia2017-4572, ASME 2017 Gas Turbine India Conference, December 7–8, Bangalore, India.				0	Talukdar PK, Kulkarni V, Das AK, Dwivedy SK, Kakoty, SK, Mahanta P, and Saha UK
1377	1377	0001000100030001004O	5	0	Aerodynamic performance of an elliptical-bladed Savonius rotor under influence of number of blades and shaft	Aerodynamic performance of an elliptical-bladed Savonius rotor under influence of number of blades and shaft	2017_1_aerodynamic-performance-of-an-elliptical-bladed-savonius-rotor-under-influence-of-number-of-blades-and-shaft	18	1	0	/mech/research/publications/2017_1_aerodynamic-performance-of-an-elliptical-bladed-savonius-rotor-under-influence-of-number-of-blades-and-shaft/			0				0	0						Aerodynamic performance of an elliptical-bladed Savonius rotor under influence of number of blades and shaft		1			2017-01-01	Paper No. GTIndia2017-4554, ASME 2017 Gas Turbine India Conference, December 7–8, Bangalore, India.				0	Alom N, Kumar N, and Saha UK
1378	1378	0001000100030001004P	5	0	Identification of geographical locations to operate Savonius wind turbine rotor for meeting a desired performance	Identification of geographical locations to operate Savonius wind turbine rotor for meeting a desired performance	2017_1_identification-of-geographical-locations-to-operate-savonius-wind-turbine-rotor-for-meeting-a-desired-performance	18	1	0	/mech/research/publications/2017_1_identification-of-geographical-locations-to-operate-savonius-wind-turbine-rotor-for-meeting-a-desired-performance/			0				0	0						Identification of geographical locations to operate Savonius wind turbine rotor for meeting a desired performance		1			2017-01-01	Paper No. GTIndia2017-4566, ASME 2017 Gas Turbine India Conference, December 7–8, Bangalore, India.				0	Roy S, Das R and Saha UK
1379	1379	0001000100030001004Q	5	0	Evaluation of a model helical bladed hydrokinetic turbine characteristics from in-situ experiments	Evaluation of a model helical bladed hydrokinetic turbine characteristics from in-situ experiments	2017_1_evaluation-of-a-model-helical-bladed-hydrokinetic-turbine-characteristics-from-in-situ-experiments	18	1	0	/mech/research/publications/2017_1_evaluation-of-a-model-helical-bladed-hydrokinetic-turbine-characteristics-from-in-situ-experiments/			0				0	0						Evaluation of a model helical bladed hydrokinetic turbine characteristics from in-situ experiments		1			2017-01-01	ASME 2017 11th International Conference on Energy Sustainability, Paper No. ES2017-3490, June 26–30, Charlotte, North Carolina, USA.				0	Talukdar PK, Kulkarni V, Dehingia D, and Saha UK
1380	1380	0001000100030001004R	5	0	Arriving at the optimum overlap ratio for an elliptical-bladed Savonius rotor	Arriving at the optimum overlap ratio for an elliptical-bladed Savonius rotor	2017_1_arriving-at-the-optimum-overlap-ratio-for-an-elliptical-bladed-savonius-rotor	18	1	0	/mech/research/publications/2017_1_arriving-at-the-optimum-overlap-ratio-for-an-elliptical-bladed-savonius-rotor/			0				0	0						Arriving at the optimum overlap ratio for an elliptical-bladed Savonius rotor		1			2017-01-01	Paper No. GT2017-64137, ASME 2017 Turbo Expo, June 26–30, Charlotte, North Carolina, USA.				0	Alom N, and Saha UK
1381	1381	0001000100030001004S	5	0	Friction Stir Welding of AISI 1006 Low Carbon Steel	Friction Stir Welding of AISI 1006 Low Carbon Steel	2018_1_friction-stir-welding-of-aisi-1006-low-carbon-steel	18	1	0	/mech/research/publications/2018_1_friction-stir-welding-of-aisi-1006-low-carbon-steel/			0				0	0						Friction Stir Welding of AISI 1006 Low Carbon Steel		1			2018-01-01	1st International Conference on Mechanical Engineering (INCOM 2018), 4- 6 January 2018, Jadavpur University, Jadavpur.				0	Avinish Tiwar, Piyush Singh, Pankaj Biswas and Sachin D. Kore
1382	1382	0001000100030001004T	5	0	Modelling an arc welded fillet joint for minimum welding induced distorsions	Modelling an arc welded fillet joint for minimum welding induced distorsions	2018_1_modelling-an-arc-welded-fillet-joint-for-minimum-welding-induced-distorsions	18	1	0	/mech/research/publications/2018_1_modelling-an-arc-welded-fillet-joint-for-minimum-welding-induced-distorsions/			0				0	0						Modelling an arc welded fillet joint for minimum welding induced distorsions		1			2018-01-01	3rd International Conference on Design, Analysis, Manufacturing and Simulation,ICDAMS 2018,Chennai, INDIA, 6-7 April, 2018.				0	Saurav Suman , Pankaj Biswas , Basil Kuriachen , Abhijit Sinha, ,
1383	1383	0001000100030001004U	5	0	Keynote in National Conference on Applied Sciences, Sustainable & Evolving Technologies	Keynote in National Conference on Applied Sciences, Sustainable & Evolving Technologies	2018_1_keynote-in-national-conference-on-applied-sciences-sustainable-evolving-technologies	18	1	0	/mech/research/publications/2018_1_keynote-in-national-conference-on-applied-sciences-sustainable-evolving-technologies/			0				0	0						Keynote in National Conference on Applied Sciences, Sustainable & Evolving Technologies		1			2018-01-01	63rd Annual Technical Session of Assam Science Society, ASSET 2018, March 9-11, 2018, CIT, Kokrajhar				0	U. S. Dixit
1384	1384	0001000100030001004V	5	0	Diagrams: A Hybrid Visual Information Representation and Reasoning Paradigm Towards Video Analysis. Diagrams	Diagrams: A Hybrid Visual Information Representation and Reasoning Paradigm Towards Video Analysis. Diagrams	2018_1_diagrams-a-hybrid-visual-information-representation-and-reasoning-paradigm-towards-video-analysis-diagrams	18	1	0	/mech/research/publications/2018_1_diagrams-a-hybrid-visual-information-representation-and-reasoning-paradigm-towards-video-analysis-diagrams/			0				0	0						Diagrams: A Hybrid Visual Information Representation and Reasoning Paradigm Towards Video Analysis. Diagrams		1			2018-01-01	Lecture Notes in Computer Science, (To Appear). Springer, June 18-22, 2018, Edinburgh, UK.				0	Chayanika Nath and S. M. Hazarika
1385	1385	0001000100030001004W	5	0	Drying of moringa olefera leaves in mixed mode and indirect forced convection solar dryers	Drying of moringa olefera leaves in mixed mode and indirect forced convection solar dryers	2018_1_drying-of-moringa-olefera-leaves-in-mixed-mode-and-indirect-forced-convection-solar-dryers	18	1	0	/mech/research/publications/2018_1_drying-of-moringa-olefera-leaves-in-mixed-mode-and-indirect-forced-convection-solar-dryers/			0				0	0						Drying of moringa olefera leaves in mixed mode and indirect forced convection solar dryers		1			2018-01-01	Proceedings of Proceedings of the International Conference on Sustainable Energy and Environmental Challenges (SEEC-2018) 01 – 03, January, 2018, IISc Bangalore				0	Lakshmi DVN, Apurba Layek, Muthukumar, P
1386	1386	0001000100030001004X	5	0	Life cycle and techno-economic assessments of domestic and commercial LPG cook-stove with porous radiant burner,	Life cycle and techno-economic assessments of domestic and commercial LPG cook-stove with porous radiant burner,	2018_1_life-cycle-and-techno-economic-assessments-of-domestic-and-commercial-lpg-cook-stove-with-porous-radiant-burner	18	1	0	/mech/research/publications/2018_1_life-cycle-and-techno-economic-assessments-of-domestic-and-commercial-lpg-cook-stove-with-porous-radiant-burner/			0				0	0						Life cycle and techno-economic assessments of domestic and commercial LPG cook-stove with porous radiant burner,		1			2018-01-01	Proceedings of Proceedings of the International Conference on Sustainable Energy and Environmental Challenges (SEEC-2018) 01 – 03, January, 2018, IISc Bangalore				0	Kaushik L K, Deb S, Muthukumar P
1387	1387	0001000100030001004Y	5	0	Nano-finishing of Bio-Implants using Polymer Rheological Abrasive Complex Suspensions	Nano-finishing of Bio-Implants using Polymer Rheological Abrasive Complex Suspensions	2018_1_nano-finishing-of-bio-implants-using-polymer-rheological-abrasive-complex-suspensions	18	1	0	/mech/research/publications/2018_1_nano-finishing-of-bio-implants-using-polymer-rheological-abrasive-complex-suspensions/			0				0	0						Nano-finishing of Bio-Implants using Polymer Rheological Abrasive Complex Suspensions		1			2018-01-01	4th International Symposium on Advances in Sustainable Polymers (ASP-2018), 8-11 January, 2018, IIT Guwahati, India.				0	M. Ravi Sankar
1388	1388	0001000100030001004Z	5	0	Fabrication of Biodegradable Magnesium Alloy (Az 31) Thin Wall with Minimum Quantity Environmental Friendly Cutting Fluids	Fabrication of Biodegradable Magnesium Alloy (Az 31) Thin Wall with Minimum Quantity Environmental Friendly Cutting Fluids	2018_1_fabrication-of-biodegradable-magnesium-alloy-az-31-thin-wall-with-minimum-quantity-environmental-friendly-cutting-fluids	18	1	0	/mech/research/publications/2018_1_fabrication-of-biodegradable-magnesium-alloy-az-31-thin-wall-with-minimum-quantity-environmental-friendly-cutting-fluids/			0				0	0						Fabrication of Biodegradable Magnesium Alloy (Az 31) Thin Wall with Minimum Quantity Environmental Friendly Cutting Fluids		1			2018-01-01	21ST ADNAT Convention and International Symposium on Biodiversity and Biobanking (BIODIVERSE 2018), 27−29 January, 2018, IIT Guwahati, India				0	K.K. Gajrani, A. Kumar, M. Ravi Sankar
1389	1389	00010001000300010050	5	0	Cutting Fluid Emissions in Mechanical Machining and its Adverse Effects on Biodiversity	Cutting Fluid Emissions in Mechanical Machining and its Adverse Effects on Biodiversity	2018_1_cutting-fluid-emissions-in-mechanical-machining-and-its-adverse-effects-on-biodiversity	18	1	0	/mech/research/publications/2018_1_cutting-fluid-emissions-in-mechanical-machining-and-its-adverse-effects-on-biodiversity/			0				0	0						Cutting Fluid Emissions in Mechanical Machining and its Adverse Effects on Biodiversity		1			2018-01-01	21ST ADNAT Convention and International Symposium on Biodiversity and Biobanking (BIODIVERSE 2018), 27−29 January, 2018, IIT Guwahati, India.				0	K.K. Gajrani, M. Ravi Sankar
1390	1390	00010001000300010051	5	0	Laser Surface Bio-Coating of Functionally Graded TiO2-HAp on Textured Ti Alloy for Enhancing Bioactivity and Cell Proliferation	Laser Surface Bio-Coating of Functionally Graded TiO2-HAp on Textured Ti Alloy for Enhancing Bioactivity and Cell Proliferation	2018_1_laser-surface-bio-coating-of-functionally-graded-tio2-hap-on-textured-ti-alloy-for-enhancing-bioactivity-and-cell-proliferation	18	1	0	/mech/research/publications/2018_1_laser-surface-bio-coating-of-functionally-graded-tio2-hap-on-textured-ti-alloy-for-enhancing-bioactivity-and-cell-proliferation/			0				0	0						Laser Surface Bio-Coating of Functionally Graded TiO2-HAp on Textured Ti Alloy for Enhancing Bioactivity and Cell Proliferation		1			2018-01-01					0	R.R. Behera, A.H., L.Pandey,, M. Ravi Sankar
1391	1391	00010001000300010052	5	0	State of Art on Minimum Quantity Lubrication in Grinding Process	State of Art on Minimum Quantity Lubrication in Grinding Process	2018_1_state-of-art-on-minimum-quantity-lubrication-in-grinding-process	18	1	0	/mech/research/publications/2018_1_state-of-art-on-minimum-quantity-lubrication-in-grinding-process/			0				0	0						State of Art on Minimum Quantity Lubrication in Grinding Process		1			2018-01-01	8th International Conference of Materials Processing and Characterization (ICMPC), 16−18 March, 2018, GRIET Hyderabad, India.				0	M. Bhuyan, A. Sarmah, K.K. Gajrani, A. Pandey, T.G. Thulkar, M. Ravi Sankar
1392	1392	00010001000300010053	5	0	Recent Trends in Laser Assisted Machining of Ceramic Materials	Recent Trends in Laser Assisted Machining of Ceramic Materials	2018_1_recent-trends-in-laser-assisted-machining-of-ceramic-materials	18	1	0	/mech/research/publications/2018_1_recent-trends-in-laser-assisted-machining-of-ceramic-materials/			0				0	0						Recent Trends in Laser Assisted Machining of Ceramic Materials		1			2018-01-01	8th International Conference of Materials Processing and Characterization (ICMPC), 16−18 March, 2018, GRIET Hyderabad, India.				0	S. Banik, N. Kalita, K.K. Gajrani, R. Kumar, M. Ravi Sankar
1393	1393	00010001000300010054	5	0	Rheological and Nano-finishing Studies of Elastically Dominant Multiple Polymers Blend Based Abrasive Flow Finishing Medium	Rheological and Nano-finishing Studies of Elastically Dominant Multiple Polymers Blend Based Abrasive Flow Finishing Medium	2018_1_rheological-and-nano-finishing-studies-of-elastically-dominant-multiple-polymers-blend-based-abrasive-flow-finishing-medium	18	1	0	/mech/research/publications/2018_1_rheological-and-nano-finishing-studies-of-elastically-dominant-multiple-polymers-blend-based-abrasive-flow-finishing-medium/			0				0	0						Rheological and Nano-finishing Studies of Elastically Dominant Multiple Polymers Blend Based Abrasive Flow Finishing Medium		1			2018-01-01	19th CIRP Conference on Electro Physical and Chemical Machining, 23-27 April 2018, Bilbao, Spain, (Accepted).				0	M. Ravi Sankar, V.K. Jain , K.P. Rajurkar
1394	1394	00010001000300010055	5	0	GPU Acceleration of Local Matrix Generation in FEA by Utilizing Sparsity Pattern	GPU Acceleration of Local Matrix Generation in FEA by Utilizing Sparsity Pattern	2018_1_gpu-acceleration-of-local-matrix-generation-in-fea-by-utilizing-sparsity-pattern	18	1	0	/mech/research/publications/2018_1_gpu-acceleration-of-local-matrix-generation-in-fea-by-utilizing-sparsity-pattern/			0				0	0						GPU Acceleration of Local Matrix Generation in FEA by Utilizing Sparsity Pattern		1			2018-01-01	In 1st International Conference on Mechanical Engineering (INCON 2018), 4–6 January 2018, Jadavpur University, India.				0	Subhajit Sanfui and Deepak Sharma,
1395	1395	00010001000300010056	5	0	Parametric study of ballistic impact using continuum damage mechanics (CDM) model	Parametric study of ballistic impact using continuum damage mechanics (CDM) model	2018_1_parametric-study-of-ballistic-impact-using-continuum-damage-mechanics-cdm-model	18	1	0	/mech/research/publications/2018_1_parametric-study-of-ballistic-impact-using-continuum-damage-mechanics-cdm-model/			0				0	0						Parametric study of ballistic impact using continuum damage mechanics (CDM) model		1			2018-01-01	Second Quadrennial International Conference on Structural Integrity (ICONS 2018), IIT Madras, Chennai, India, December 14th – 17th, 2018, (accepted).				0	Kumar M., and Gautam S. S.
1396	1396	00010001000300010057	5	0	A comparative study of explicit time integration algorithms for non-linear systems	A comparative study of explicit time integration algorithms for non-linear systems	2018_1_a-comparative-study-of-explicit-time-integration-algorithms-for-non-linear-systems	18	1	0	/mech/research/publications/2018_1_a-comparative-study-of-explicit-time-integration-algorithms-for-non-linear-systems/			0				0	0						A comparative study of explicit time integration algorithms for non-linear systems		1			2018-01-01	1st International Conference on Future Learning Aspects of Mechanical Engineering (FLAME - 2018), Amity University, Noida, October 3rd – 5th , 2018, (accepted)				0	Sahu A., Thakur, R, Agrawal V., and Gautam S. S.
1397	1397	00010001000300010058	5	0	Nonlinear finite element analysis of a gecko spatula adhesion on a rigid substrate	Nonlinear finite element analysis of a gecko spatula adhesion on a rigid substrate	2018_1_nonlinear-finite-element-analysis-of-a-gecko-spatula-adhesion-on-a-rigid-substrate	18	1	0	/mech/research/publications/2018_1_nonlinear-finite-element-analysis-of-a-gecko-spatula-adhesion-on-a-rigid-substrate/			0				0	0						Nonlinear finite element analysis of a gecko spatula adhesion on a rigid substrate		1			2018-01-01	1st International Conference on Future Learning Aspects of Mechanical Engineering (FLAME - 2018), Amity University, Noida, October 3rd – 5th , 2018, (accepted)				0	Saipraneeth G. and Gautam S. S.
1398	1398	00010001000300010059	5	0	Simulation of ductile fracture at high velocity impact of cylindrical tubes	Simulation of ductile fracture at high velocity impact of cylindrical tubes	2018_1_simulation-of-ductile-fracture-at-high-velocity-impact-of-cylindrical-tubes	18	1	0	/mech/research/publications/2018_1_simulation-of-ductile-fracture-at-high-velocity-impact-of-cylindrical-tubes/			0				0	0						Simulation of ductile fracture at high velocity impact of cylindrical tubes		1			2018-01-01	1st International Conference on Future Learning Aspects of Mechanical Engineering (FLAME - 2018), Amity University, Noida, October 3rd – 5th , 2018, (accepted)				0	Bora D., Kumar M., and Gautam S. S.
1399	1399	0001000100030001005A	5	0	An isogeometric based study of mortar contact algorithm for frictionless sliding	An isogeometric based study of mortar contact algorithm for frictionless sliding	2018_1_an-isogeometric-based-study-of-mortar-contact-algorithm-for-frictionless-sliding	18	1	0	/mech/research/publications/2018_1_an-isogeometric-based-study-of-mortar-contact-algorithm-for-frictionless-sliding/			0				0	0						An isogeometric based study of mortar contact algorithm for frictionless sliding		1			2018-01-01	1st International Conference on Future Learning Aspects of Mechanical Engineering (FLAME - 2018), Amity University, Noida, October 3rd – 5th , 2018, (accepted)				0	Agrawal V., and Gautam S. S.
1400	1400	0001000100030001005B	5	0	Investigation of contact pressure oscillations with different segment-to-segment based isogeometric contact formulations	Investigation of contact pressure oscillations with different segment-to-segment based isogeometric contact formulations	2018_1_investigation-of-contact-pressure-oscillations-with-different-segment-to-segment-based-isogeometric-contact-formulations	18	1	0	/mech/research/publications/2018_1_investigation-of-contact-pressure-oscillations-with-different-segment-to-segment-based-isogeometric-contact-formulations/			0				0	0						Investigation of contact pressure oscillations with different segment-to-segment based isogeometric contact formulations		1			2018-01-01	1st International Conference on Numerical Modelling in Engineering, Ghent University, Belgium, August 28th – 29th , 2018.				0	Agrawal. V, and Gautam S. S.
1401	1401	0001000100030001005C	5	0	A comparative study of contact problem solution based on different isogeometric contact formulations	A comparative study of contact problem solution based on different isogeometric contact formulations	2018_1_a-comparative-study-of-contact-problem-solution-based-on-different-isogeometric-contact-formulations	18	1	0	/mech/research/publications/2018_1_a-comparative-study-of-contact-problem-solution-based-on-different-isogeometric-contact-formulations/			0				0	0						A comparative study of contact problem solution based on different isogeometric contact formulations		1			2018-01-01	13th World Congress on Computational Mechanics / 2nd Pan American Congress on Computational Mechanics (WCCM 2018)., July 23rd – 27th , 2018.				0	Agrawal. V, and Gautam S. S.
1402	1402	0001000100030001005D	5	0	Finite element analysis of effect of surface roughness on particle erosion of ductile material	Finite element analysis of effect of surface roughness on particle erosion of ductile material	2018_1_finite-element-analysis-of-effect-of-surface-roughness-on-particle-erosion-of-ductile-material	18	1	0	/mech/research/publications/2018_1_finite-element-analysis-of-effect-of-surface-roughness-on-particle-erosion-of-ductile-material/			0				0	0						Finite element analysis of effect of surface roughness on particle erosion of ductile material		1			2018-01-01	INCOM 2018 1st International Conference on Mechanical Engineering, Jadavpur University, Kolkata, India, January 4th – 6th, 2018				0	Noor, A., and Gautam S. S.
